Indicadores municipales de sostenibilidad: Mujeres paradas de larga duración registradas en Lanbide (% mujeres de 16 a 64 años);;;;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;;;;
20067;Errenteria;4,08;4,42;5,07;5,45;4,22;5,09;5,76;6,25;6,73;7,10;6,56;5,81;4,79;4,63;4,01;3,08;2,83
20066;Errezil;3,41;1,76;2,94;2,34;2,81;2,69;1,63;1,13;1,79;2,26;3,51;3,61;3,01;1,78;1,72;1,12;1,72
01046;Erriberagoitia/Ribera Alta;2,66;2,69;2,69;5,64;2,07;2,97;4,29;3,56;3,95;4,24;5,00;3,38;2,08;1,75;1,31;0,91;0,53
48079;Errigoiti;2,14;5,11;5,11;6,15;5,38;3,25;4,65;5,30;3,76;5,47;4,41;2,80;2,68;1,27;0,65;0,00;1,45
20034;Eskoriatza;3,12;3,07;3,22;3,08;2,84;3,39;4,01;3,55;4,46;5,25;4,35;3,36;2,89;3,08;2,24;2,07;1,00
48029;Etxebarri;4,32;4,65;4,50;5,59;4,71;5,09;5,49;5,53;6,44;6,72;6,62;5,91;5,21;3,49;3,03;2,51;3,20
48030;Etxebarria;2,66;2,38;1,90;2,90;1,78;2,11;2,45;2,06;1,29;2,99;1,72;1,75;0,44;1,29;1,26;1,62;1,60
20035;Ezkio-Itsaso;1,11;1,55;3,11;2,69;1,67;1,69;3,85;4,97;5,52;3,85;4,95;2,16;2,11;1,10;0,55;0,00;1,71
48906;Forua;4,05;4,45;5,14;5,88;4,78;3,05;4,11;4,14;4,88;5,33;6,14;5,70;5,69;2,61;1,24;1,59;1,97
48035;Fruiz;2,88;4,49;3,37;3,37;2,81;5,23;3,43;5,14;4,68;3,35;4,44;3,33;1,68;1,36;1,42;0,78;0,75
20038;Gabiria;2,01;3,16;2,53;4,58;2,82;4,29;3,62;3,85;3,20;3,94;4,58;3,79;4,44;2,31;2,33;1,74;2,63
20037;Gaintza;0,00;2,70;2,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,33;5,88;3,03;2,94;0,00
48036;Galdakao;4,55;4,06;4,54;5,11;4,11;4,82;5,43;5,56;5,97;6,60;6,17;5,54;5,16;4,27;3,46;2,60;2,63
48037;Galdames;4,41;4,24;5,93;6,41;6,64;6,67;6,44;7,02;8,41;8,33;7,46;4,70;2,45;1,57;1,54;2,51;0,83
48038;Gamiz-Fika;1,60;2,58;2,37;2,85;2,20;3,65;3,70;3,23;4,62;4,35;3,72;3,72;2,60;1,88;2,84;1,76;1,81
48039;Garai;0,00;0,00;0,00;1,06;0,99;3,00;2,00;4,04;4,35;1,05;1,09;0,98;0,95;0,00;0,00;0,00;0,00
48040;Gatika;3,16;3,51;3,70;4,31;2,56;3,23;3,61;4,35;4,94;3,82;3,92;4,12;4,27;4,30;3,50;2,21;1,66
48041;Gautegiz Arteaga;0,71;1,43;0,36;1,10;1,15;2,23;1,44;1,84;3,97;3,68;2,49;3,28;2,54;4,04;1,48;1,44;0,72
20907;Gaztelu;0,00;0,00;2,04;0,00;2,22;0,00;0,00;4,65;0,00;2,27;4,17;6,38;2,04;2,08;0,00;0,00;0,00
48046;Gernika-Lumo;4,06;4,32;4,63;5,41;4,68;4,52;5,49;6,11;6,54;7,17;6,27;5,67;4,33;2,85;2,92;2,30;2,33
20039;Getaria;2,40;1,84;2,38;2,82;1,91;1,68;1,47;2,18;2,67;2,39;2,66;2,52;1,43;1,69;1,07;0,72;1,35
48044;Getxo;3,28;3,41;3,73;4,43;3,63;3,89;4,21;4,42;4,77;5,09;4,73;4,28;3,56;2,94;2,59;2,26;2,39
48047;Gizaburuaga;0,00;0,00;1,56;0,00;1,64;3,17;1,67;1,72;3,57;3,17;1,67;0,00;1,59;3,23;1,61;0,00;0,00
48042;Gordexola;3,15;3,55;3,93;4,72;3,58;3,65;3,68;3,26;4,47;5,68;5,71;5,52;2,69;1,70;2,26;1,33;1,01
48043;Gorliz;3,48;3,33;3,58;4,38;3,69;3,83;4,53;5,26;5,24;5,14;4,94;4,31;3,47;3,22;2,77;2,11;2,26
48045;Güeñes;5,33;6,08;5,76;6,93;6,63;7,28;7,11;7,90;7,84;8,54;8,65;7,30;4,91;3,54;2,63;1,61;1,69
01056;Harana/Valle de Arana;1,85;1,85;1,85;0,00;0,00;0,00;0,00;0,00;2,04;1,85;1,85;0,00;0,00;1,56;1,43;2,67;1,32
20040;Hernani;3,59;3,52;3,91;4,14;3,48;4,36;4,76;5,22;5,23;5,75;5,38;5,29;4,98;4,60;3,50;3,73;3,79
20041;Hernialde;0,00;0,88;3,54;3,81;2,04;1,00;3,96;2,88;2,86;1,77;1,72;3,51;5,98;5,13;4,46;0,91;2,80
20036;Hondarribia;2,91;2,99;3,16;3,62;3,02;2,99;3,74;4,05;4,50;4,95;4,98;4,33;4,36;3,93;3,51;2,98;2,75
20042;Ibarra;4,12;3,75;4,23;5,70;5,42;5,98;7,38;7,11;8,33;8,13;7,62;7,15;7,14;5,24;3,30;3,33;3,71
48048;Ibarrangelu;5,53;4,59;2,29;3,33;1,55;2,08;1,55;3,76;2,11;2,12;2,58;3,24;1,62;1,60;0,57;0,56;0,60
20043;Idiazabal;1,82;2,76;2,76;2,58;2,37;2,98;3,77;4,82;4,28;4,30;4,07;4,33;3,25;2,92;2,30;1,93;1,19
48094;Igorre;4,61;4,01;4,86;6,81;4,59;5,50;6,05;6,73;6,66;6,37;5,95;5,17;3,79;2,51;2,39;1,08;1,28
20044;Ikaztegieta;8,05;8,72;6,71;6,25;5,44;5,00;3,80;5,88;5,92;5,26;5,63;4,93;2,76;3,36;1,99;2,72;0,69
