Indicadores municipales de sostenibilidad: Renta personal total (Base CAE=100);;;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;;;
48050;Izurtza;110,28;115,35;222,12;116,48;192,24;113,50;112,04;111,36;113,05;115,81;100,66;104,78;94,76;111,97;99,08;94,03
48022;Karrantza Harana/Valle de Carranza;66,82;67,20;68,12;65,69;65,06;67,01;66,18;66,98;68,51;65,17;63,83;67,75;68,19;64,40;63,80;65,21
48907;Kortezubi;102,84;109,38;107,94;108,10;112,41;106,51;104,79;101,28;104,21;99,61;105,46;100,25;91,68;95,06;89,84;90,33
01019;Kripan;68,07;70,59;71,78;82,64;79,09;76,94;75,42;73,56;67,36;68,69;62,28;65,86;57,42;68,72;71,60;81,30
01020;Kuartango;97,58;95,51;88,72;90,62;95,36;95,64;103,13;99,18;104,60;102,37;103,72;102,11;92,24;98,30;95,39;86,73
01028;Labastida/Bastida;74,05;79,70;76,92;78,78;77,30;76,50;82,60;77,99;77,56;78,16;79,23;81,96;80,87;85,95;81,03;81,43
01030;Lagrán;87,50;96,64;88,57;89,20;89,53;90,33;91,69;96,14;98,03;90,21;91,65;87,16;84,18;86,27;82,36;68,14
01031;Laguardia;79,05;84,43;80,71;88,51;92,74;87,33;87,36;89,54;84,95;84,92;86,82;88,06;84,31;91,11;86,25;93,33
01032;Lanciego/Lantziego;61,03;64,28;63,57;70,27;73,46;71,28;68,50;69,82;64,42;62,90;66,39;64,53;66,21;71,33;71,36;88,55
48051;Lanestosa;65,19;68,38;67,13;72,91;61,85;60,54;66,46;67,70;105,59;61,43;62,07;60,91;66,27;54,55;64,06;62,92
01902;Lantarón;81,99;83,01;85,38;80,18;81,58;87,86;86,54;80,76;81,09;82,45;86,04;83,90;82,38;87,31;80,44;113,47
01033;Lapuebla de Labarca;62,80;66,56;69,34;75,66;78,38;76,20;73,60;75,50;73,53;74,15;70,93;72,96;109,20;64,65;68,16;74,13
48052;Larrabetzu;109,25;108,20;110,48;112,23;111,14;111,77;111,40;115,38;113,59;114,67;114,11;111,29;107,98;111,58;107,04;110,52
20048;Larraul;99,26;98,74;98,34;100,61;104,22;100,47;99,94;103,20;102,82;111,27;102,80;101,40;86,08;80,98;79,80;81,14
20902;Lasarte-Oria;92,08;92,15;92,00;90,17;90,81;89,73;90,65;89,97;90,85;91,11;92,20;90,99;90,55;92,98;92,97;90,56
01036;Laudio/Llodio;88,49;90,17;90,15;94,07;91,38;90,37;91,79;93,41;94,33;94,32;93,95;91,35;85,46;90,39;89,97;84,88
48053;Laukiz;129,80;150,11;136,70;155,57;144,52;144,79;154,10;156,89;153,55;150,09;187,52;148,38;171,21;146,59;184,31;176,78
20049;Lazkao;107,79;107,81;111,81;108,28;109,52;111,11;108,70;108,77;108,75;107,91;106,09;102,90;99,62;104,23;99,44;96,41
